"","t1","t4","t5","t2","t3"
"4597","1","0","1","0","0"
"4598","0","0","1","1","1"
"4599","0","0","0","0","0"
"4600","1","1","1","1","1"
"4601","0","0","1","0","0"
"4602","1","1","1","1","1"
"4603","0","1","0","0","1"
"4604","0","0","0","1","1"
"4605","0","0","1","1","0"
"4606","0","1","0","0","0"
"4607","1","0","1","1","1"
"4608","0","1","0","0","0"
"4609","1","1","0","1","1"
"4610","1","0","0","0","0"
"4611","0","1","1","1","1"
"4612","0","0","0","0","0"
"4613","0","0","1","0","1"
"4614","1","0","0","1","0"
"4615","1","1","0","1","0"
"4616","1","0","1","0","1"
"4617","1","0","1","1","1"
"4618","1","0","1","0","0"
"4619","0","1","1","0","1"
"4620","1","0","0","1","1"
"4621","1","1","1","1","0"
"4622","1","0","0","0","0"
"4623","1","1","0","1","1"
"4624","1","0","1","1","1"
"4625","0","0","1","1","1"
"4626","1","0","0","0","0"
"4627","0","1","1","1","1"
"4628","1","0","1","0","0"
"4629","0","0","1","0","0"
"4630","0","1","0","1","1"
"4631","0","1","1","0","1"
"4632","0","1","0","0","0"
"4633","0","0","1","0","0"
"4634","1","0","0","0","0"
"4635","1","0","1","0","1"
"4636","1","0","0","0","0"
"4637","0","1","0","1","1"
"4638","1","1","0","0","0"
"4639","1","1","1","1","1"
"4640","0","0","1","0","0"
"4641","0","0","1","1","0"
"4642","0","1","1","1","0"
"4643","0","1","0","0","0"
"4644","0","0","0","0","1"
"4645","1","0","1","1","1"
"4646","0","1","1","1","1"
"4647","1","1","0","0","1"
"4648","0","1","1","1","1"
"4649","0","0","1","1","0"
"4650","0","0","1","0","0"
"4651","1","1","1","0","0"
"4652","1","1","0","0","1"
"4653","0","0","0","1","0"
"4654","1","1","1","1","1"
"4655","0","1","1","1","1"
"4656","1","1","1","1","1"
"4657","0","1","0","0","1"
"4658","1","1","1","1","0"
"4659","0","1","0","0","1"
"4660","1","0","0","0","0"
"4661","1","0","0","0","0"
"4662","1","1","1","1","0"
"4663","1","1","0","0","0"
"4664","1","0","1","1","1"
"4665","0","0","0","0","0"
"4666","1","1","1","0","1"
"4667","1","1","0","1","0"
"4668","0","1","0","1","1"
"4669","1","1","1","0","0"
"4670","0","1","1","1","1"
"4671","0","0","0","1","1"
"4672","1","1","1","1","1"
"4673","1","1","1","1","1"
"4674","1","1","0","0","1"
"4675","1","0","0","0","0"
"4676","1","1","1","0","1"
"4677","0","0","0","0","1"
"4678","0","1","0","0","1"
"4679","0","1","0","0","0"
"4680","0","0","0","1","0"
"4681","1","0","0","0","0"
"4682","1","0","0","0","0"
"4683","0","0","1","1","1"
"4684","1","1","1","1","1"
"4685","1","1","1","1","1"
"4686","1","1","1","1","1"
"4687","0","1","1","0","0"
"4688","1","0","0","1","1"
"4689","1","1","1","1","1"
"4690","1","1","1","0","1"
"4691","1","1","1","0","1"
"4692","0","1","1","0","1"
"4693","1","1","0","1","0"
"4694","1","1","0","0","0"
"4695","0","1","0","0","0"
"4696","1","0","0","0","0"
"4697","1","1","0","0","1"
"4698","0","1","1","1","1"
"4699","0","0","0","1","0"
"4700","0","1","1","1","1"
"4701","0","1","1","1","1"
"4702","1","0","1","1","1"
"4703","0","0","0","1","1"
"4704","1","1","1","1","1"
"4705","1","0","1","1","0"
"4706","1","0","0","1","0"
"4707","0","0","1","1","0"
"4708","1","0","0","1","0"
"4709","0","1","0","0","0"
"4710","0","1","0","1","1"
"4711","1","1","0","1","1"
"4712","1","1","0","1","0"
"4713","0","1","0","1","1"
"4714","1","1","1","1","1"
"4715","1","1","1","0","0"
"4716","1","1","1","1","1"
"4717","1","1","0","0","0"
"4718","0","1","0","0","0"
"4719","0","0","1","0","0"
"4720","1","1","1","1","0"
"4721","1","1","1","1","1"
"4722","0","1","1","0","0"
"4723","1","0","1","0","0"
"4724","1","0","1","0","0"
"4725","0","1","0","1","1"
"4726","1","0","0","0","0"
"4727","1","0","1","0","1"
"4728","0","0","0","0","1"
"4729","1","1","1","1","1"
"4730","0","1","1","1","1"
"4731","1","1","1","1","1"
"4732","1","1","1","0","0"
"4733","0","1","1","1","0"
"4734","0","1","1","1","1"
"4735","1","1","1","1","1"
"4736","1","1","0","1","0"
"4737","1","1","0","1","1"
"4738","0","0","1","1","1"
"4739","1","0","1","0","0"
"4740","1","0","1","1","0"
"4741","0","1","1","1","1"
"4742","0","0","0","1","1"
"4743","1","1","0","0","1"
"4744","1","0","1","0","0"
"4745","1","1","0","0","0"
"4746","1","1","1","1","1"
"4747","0","0","1","1","1"
"4748","1","1","1","1","1"
"4749","0","0","0","0","0"
"4750","0","1","1","0","1"
"4751","1","1","1","1","1"
"4752","1","0","0","1","0"
"4753","0","0","0","0","1"
"4754","1","0","1","1","1"
"4755","1","0","1","0","1"
"4756","0","0","0","0","1"
"4757","1","1","1","1","0"
"4758","1","1","1","1","1"
"4759","0","0","1","0","0"
"4760","1","0","1","1","1"
"4761","0","0","1","1","1"
"4762","0","0","1","0","0"
"4763","0","0","0","1","0"
"4764","0","1","0","0","0"
"4765","0","0","0","0","1"
"4766","0","0","0","1","0"
"4767","1","1","0","1","0"
"4768","1","1","1","0","0"
"4769","0","1","1","1","1"
"4770","1","0","0","0","0"
"4771","0","1","1","1","1"
"4772","1","1","0","1","1"
"4773","0","1","0","1","1"
"4774","1","0","0","0","1"
"4775","1","1","0","0","1"
"4776","1","1","0","1","0"
"4777","1","0","0","0","0"
"4778","1","0","0","0","1"
"4779","1","1","1","0","1"
"4780","1","0","0","1","1"
"4781","0","1","1","1","1"
"4782","1","0","1","0","1"
"4783","0","0","0","1","0"
"4784","1","1","1","1","1"
"4785","1","0","0","1","1"
"4786","0","0","0","1","0"
"4787","1","1","0","0","1"
"4788","1","0","0","0","0"
"4789","1","0","1","1","1"
"4790","0","1","1","0","1"
"4791","1","0","1","1","1"
"4792","0","1","0","1","0"
"4793","0","1","0","0","0"
"4794","1","1","0","0","0"
"4795","0","1","0","0","0"
"4796","1","1","0","0","1"
"4797","0","1","1","1","1"
"4798","0","1","0","0","0"
"4799","1","0","0","1","0"
"4800","1","1","1","1","1"
"4801","1","1","1","1","1"
"4802","0","1","0","1","0"
"4803","0","1","1","1","1"
"4804","0","1","0","0","0"
"4805","1","0","0","0","0"
"4806","1","0","1","1","1"
"4807","1","0","1","1","1"
"4808","1","0","0","1","0"
"4809","1","1","1","1","1"
"4810","1","1","1","1","1"
"4811","1","0","0","1","0"
"4812","0","0","1","1","0"
"4813","1","0","0","1","1"
"4814","1","1","1","1","1"
"4815","1","0","1","1","1"
"4816","0","0","0","0","0"
"4817","1","1","0","0","0"
"4818","1","1","1","1","1"
"4819","1","1","1","1","1"
"4820","1","0","0","1","0"
"4821","0","1","1","1","0"
"4822","1","1","0","1","0"
"4823","0","1","1","1","1"
"4824","1","1","1","1","1"
"4825","1","1","1","1","1"
"4826","1","0","1","1","1"
"4827","1","0","1","1","0"
"4828","0","1","0","0","1"
"4829","1","0","1","1","1"
"4830","1","0","1","1","1"
"4831","1","0","0","1","1"
"4832","0","0","0","1","0"
"4833","0","0","1","1","1"
"4834","1","0","0","1","1"
"4835","0","1","0","0","0"
"4836","1","0","0","0","0"
"4837","1","0","1","1","0"
"4838","0","0","0","0","1"
"4839","1","0","1","0","1"
"4840","1","0","0","0","0"
"4841","1","0","0","0","1"
"4842","1","0","1","1","1"
"4843","1","0","1","1","0"
"4844","1","0","0","0","0"
"4845","1","0","0","0","0"
"4846","0","1","1","1","1"
"4847","1","1","1","1","1"
"4848","0","0","0","1","0"
"4849","1","0","1","0","0"
"4850","1","1","1","1","1"
"4851","1","0","1","1","1"
"4852","0","1","1","0","1"
"4853","1","0","0","0","1"
"4854","0","0","1","1","1"
"4855","0","0","0","0","0"
"4856","1","0","0","1","0"
"4857","1","1","0","1","0"
"4858","1","1","1","1","1"
"4859","1","0","0","0","0"
"4860","0","1","1","1","1"
"4861","0","0","0","0","0"
"4862","1","0","0","1","0"
"4863","1","0","0","0","1"
"4864","1","0","1","1","0"
"4865","1","1","0","1","0"
"4866","1","1","1","1","1"
"4867","1","1","0","1","1"
"4868","1","1","0","0","0"
"4869","1","1","1","1","1"
"4870","1","1","0","1","0"
"4871","1","1","1","1","1"
"4872","0","1","1","1","1"
"4873","1","1","1","1","1"
"4874","1","0","0","0","1"
"4875","1","1","0","0","0"
"4876","1","0","0","0","0"
"4877","1","0","0","1","0"
"4878","1","0","1","1","0"
"4879","1","0","0","1","0"
"4880","1","0","1","1","1"
"4881","0","0","0","1","0"
"4882","1","0","0","1","0"
"4883","0","0","0","0","0"
"4884","1","0","0","0","1"
"4885","0","1","0","0","1"
"4886","0","0","0","0","0"
"4887","1","0","0","1","1"
"4888","1","1","1","1","0"
"4889","0","1","0","1","1"
"4890","1","0","1","1","1"
"4891","0","1","1","1","1"
"4892","1","0","1","1","1"
"4893","1","1","0","0","0"
"4894","0","1","0","0","0"
"4895","0","0","1","0","0"
"4896","1","1","1","1","1"
"4897","0","1","1","1","1"
"4898","1","1","0","1","1"
"4899","1","0","1","1","1"
"4900","0","1","1","1","1"
"4901","0","0","1","1","1"
"4902","1","0","0","1","1"
"4903","0","1","0","1","1"
"4904","1","1","0","0","0"
"4905","0","1","0","0","0"
"4906","1","0","0","0","0"
"4907","1","1","1","1","1"
"4908","1","0","1","0","1"
"4909","1","1","1","1","1"
"4910","1","1","1","1","1"
"4911","1","0","1","1","1"
"4912","1","0","0","1","0"
"4913","0","0","1","1","1"
"4914","0","0","0","1","0"
"4915","0","1","1","1","1"
"4916","0","0","1","1","0"
"4917","0","1","1","1","1"
"4918","0","0","0","1","0"
"4919","1","1","1","1","1"
"4920","1","1","1","0","0"
"4921","1","0","0","0","0"
"4922","1","0","0","1","1"
"4923","1","0","0","0","1"
"4924","1","1","1","1","1"
"4925","0","0","1","0","1"
"4926","1","1","1","1","1"
"4927","1","1","1","1","1"
"4928","0","1","1","1","1"
"4929","0","1","0","0","1"
"4930","1","0","1","0","0"
"4931","0","0","1","0","0"
"4932","1","0","1","1","1"
"4933","1","0","0","0","0"
"4934","1","1","1","0","0"
"4935","1","1","1","0","0"
"4936","1","0","0","1","1"
"4937","1","1","0","0","0"
"4938","0","0","0","0","0"
"4939","0","0","0","0","1"
"4940","0","0","0","1","0"
"4941","0","1","0","1","1"
"4942","0","0","0","0","0"
"4943","1","1","0","1","1"
"4944","0","1","0","0","0"
"4945","1","1","0","1","1"
"4946","1","0","1","0","0"
"4947","1","1","1","1","1"
"4948","0","1","0","0","0"
"4949","0","0","1","1","1"
"4950","0","0","0","0","0"
"4951","0","0","0","0","0"
"4952","0","1","1","0","0"
"4953","1","1","0","1","1"
"4954","0","0","1","0","0"
"4955","1","1","1","1","1"
"4956","1","0","0","0","0"
"4957","1","1","1","1","1"
"4958","1","0","0","1","0"
"4959","0","0","1","1","0"
"4960","1","0","0","1","1"
"4961","0","1","0","0","0"
"4962","0","0","0","0","0"
"4963","1","1","0","1","1"
"4964","0","0","0","1","1"
"4965","0","0","0","1","0"
"4966","0","1","1","1","0"
"4967","0","0","1","1","1"
"4968","1","1","0","0","1"
"4969","1","1","1","1","1"
"4970","1","1","1","1","1"
"4971","1","1","0","1","0"
"4972","1","1","1","1","1"
"4973","1","1","0","0","0"
"4974","1","1","1","1","1"
"4975","1","0","1","1","1"
"4976","1","1","1","1","0"
"4977","0","0","1","1","1"
"4978","1","1","0","1","0"
"4979","1","0","0","1","1"
"4980","1","0","0","1","1"
"4981","1","1","0","0","0"
"4982","1","0","0","0","0"
"4983","1","0","1","1","1"
"4984","0","1","0","1","0"
"4985","1","0","0","1","1"
"4986","1","1","1","1","1"
"4987","0","1","0","1","1"
"4988","0","1","1","1","0"
"4989","1","0","0","0","0"
"4990","0","1","1","1","1"
"4991","1","1","1","0","0"
"4992","1","0","0","0","1"
"4993","0","0","1","0","0"
"4994","0","1","1","1","1"
"4995","1","0","1","1","1"
"4996","0","0","0","1","1"
"4997","0","1","1","0","1"
"4998","1","1","1","1","1"
"4999","1","0","0","0","0"
"5000","1","0","1","1","0"
"5001","0","0","1","1","1"
"5002","1","1","0","1","0"
"5003","0","0","1","0","0"
"5004","0","0","0","0","0"
"5005","0","1","1","1","1"
"5006","0","0","1","1","1"
"5007","1","0","0","1","0"
"5008","1","0","0","0","0"
"5009","1","1","1","1","1"
"5010","1","1","0","0","0"
"5011","0","1","0","0","0"
"5012","0","0","1","0","0"
"5013","0","1","0","0","0"
"5014","0","1","1","1","1"
"5015","1","0","0","0","0"
"5016","1","0","0","0","0"
"5017","1","1","1","1","1"
"5018","0","1","1","1","0"
"5019","1","0","0","0","1"
"5020","0","0","0","0","1"
"5021","1","0","0","0","0"
"5022","0","1","1","1","1"
"5023","0","0","0","0","1"
"5024","1","0","0","1","1"
"5025","1","1","0","0","1"
"5026","0","1","0","0","1"
"5027","1","1","1","1","1"
"5028","1","1","1","1","1"
"5029","1","0","0","1","0"
"5030","0","1","0","1","0"
"5031","1","1","0","1","0"
"5032","0","0","0","0","1"
"5033","1","1","1","1","1"
"5034","0","1","1","1","1"
"5035","1","0","0","1","0"
"5036","1","0","0","1","0"
"5037","1","1","0","1","0"
"5038","0","1","0","0","0"
"5039","1","1","0","1","1"
"5040","1","0","0","1","1"
"5041","0","1","1","1","1"
"5042","1","0","1","1","1"
"5043","0","0","0","0","1"
"5044","0","0","1","1","0"
"5045","1","1","1","1","1"
"5046","0","1","1","0","0"
"5047","1","1","1","1","0"
"5048","1","1","1","1","1"
"5049","0","0","1","1","1"
"5050","1","0","0","0","0"
"5051","0","0","0","1","1"
"5052","1","1","1","1","0"
"5053","0","1","1","1","1"
"5054","0","1","1","1","1"
"5055","1","1","1","1","1"
"5056","0","0","0","0","0"
"5057","1","1","1","0","1"
"5058","0","1","0","0","1"
"5059","0","0","1","1","1"
"5060","1","1","1","0","1"
"5061","0","0","1","1","1"
"5062","0","0","1","1","1"
"5063","0","0","1","0","0"
"5064","0","0","0","1","1"
"5065","0","0","1","1","1"
"5066","1","1","1","0","1"
"5067","1","1","1","1","1"
"5068","1","1","1","1","1"
"5069","0","0","1","0","0"
"5070","0","1","1","1","1"
"5071","1","0","1","0","0"
"5072","0","1","1","1","1"
"5073","1","1","1","1","1"
"5074","1","0","0","0","1"
"5075","0","0","1","0","0"
"5076","1","1","1","0","0"
"5077","0","0","1","0","0"
"5078","0","0","0","1","1"
"5079","0","1","1","1","1"
"5080","0","0","0","0","1"
"5081","1","1","1","0","0"
"5082","0","1","1","1","0"
"5083","0","1","1","1","1"
"5084","0","1","1","1","1"
"5085","0","0","0","1","1"
"5086","1","1","0","0","0"
"5087","1","0","1","0","1"
"5088","0","1","1","1","1"
"5089","0","1","0","1","0"
"5090","1","1","1","0","0"
"5091","0","0","0","1","0"
"5092","1","0","1","0","0"
"5093","1","1","1","1","1"
"5094","1","1","1","1","1"
"5095","1","1","0","1","0"
"5096","0","1","1","1","0"
"5097","0","0","0","0","1"
"5098","0","0","0","1","0"
"5099","1","0","1","0","1"
"5100","1","0","0","1","0"
"5101","0","0","0","1","1"
"5102","1","1","1","1","1"
"5103","1","1","0","1","1"
"5104","0","1","1","1","1"
"5105","1","1","0","1","1"
"5106","1","0","0","0","0"
"5107","0","1","1","1","1"
"5108","1","1","0","0","1"
"5109","0","1","0","1","0"
"5110","1","0","1","0","0"
"5111","0","1","1","1","1"
"5112","0","1","1","1","1"
"5113","1","1","0","0","1"
"5114","1","1","1","1","1"
"5115","0","0","0","0","0"
"5116","1","0","1","0","0"
"5117","1","1","1","1","1"
"5118","1","0","1","1","1"
"5119","0","0","0","0","0"
"5120","1","1","0","0","0"
"5121","0","1","1","1","1"
"5122","1","1","0","0","1"
"5123","1","0","0","1","0"
"5124","0","0","1","0","0"
"5125","1","1","1","1","1"
"5126","0","1","1","1","0"
"5127","1","0","0","0","0"
"5128","1","1","1","1","1"
"5129","0","0","0","1","1"
"5130","0","1","0","0","1"
"5131","1","1","1","1","1"
"5132","0","0","0","0","0"
"5133","1","1","0","0","0"
"5134","1","0","0","1","1"
"5135","1","1","0","0","0"
"5136","1","0","1","0","1"
"5137","0","0","0","0","1"
"5138","1","1","1","1","1"
"5139","1","0","0","0","0"
"5140","1","0","1","1","1"
"5141","0","1","0","0","1"
"5142","0","1","0","0","1"
"5143","0","0","0","0","1"
"5144","1","1","0","0","0"
"5145","0","1","0","0","0"
"5146","0","1","1","1","1"
"5147","1","1","1","1","1"
"5148","0","1","1","1","1"
"5149","1","0","0","0","0"
"5150","1","1","1","0","0"
"5151","0","1","1","1","1"
"5152","0","0","1","1","1"
"5153","1","1","1","1","1"
"5154","1","1","1","1","1"
"5155","0","0","1","0","0"
"5156","1","0","0","0","1"
"5157","1","1","1","1","1"
"5158","1","1","1","1","1"
"5159","0","0","1","0","0"
"5160","1","0","1","0","0"
"5161","1","1","0","1","1"
"5162","0","1","0","1","1"
"5163","0","0","0","0","1"
"5164","1","0","1","1","1"
"5165","1","0","0","0","0"
"5166","1","1","0","1","1"
"5167","0","1","0","0","1"
"5168","1","1","1","1","1"
"5169","0","0","0","0","0"
"5170","0","1","0","1","1"
"5171","1","1","1","0","0"
"5172","0","1","1","1","1"
"5173","0","0","0","1","1"
"5174","0","1","1","0","1"
"5175","1","1","1","1","1"
"5176","1","1","0","1","0"
"5177","0","1","1","1","1"
"5178","1","0","0","1","1"
"5179","0","1","1","1","1"
"5180","1","1","0","0","1"
"5181","0","1","1","0","0"
"5182","1","1","1","0","0"
"5183","0","1","0","0","0"
"5184","0","0","0","0","0"
"5185","1","0","0","0","0"
"5186","0","1","0","1","0"
"5187","0","1","0","0","0"
"5188","1","1","0","0","0"
"5189","1","1","1","1","1"
"5190","0","1","1","1","1"
"5191","0","1","1","1","1"
"5192","1","1","1","1","1"
"5193","1","1","1","0","1"
"5194","1","1","1","1","1"
"5195","0","0","1","1","1"
"5196","1","0","1","1","1"
"5197","1","1","1","1","1"
"5198","1","1","1","1","1"
"5199","1","0","0","0","0"
"5200","1","0","0","0","0"
"5201","1","1","0","0","0"
"5202","1","0","1","1","1"
"5203","0","1","0","0","0"
"5204","1","1","0","1","0"
"5205","1","1","1","0","0"
"5206","0","0","1","1","1"
"5207","1","0","1","1","1"
"5208","1","1","0","0","0"
"5209","0","0","0","0","0"
"5210","0","1","1","1","1"
"5211","0","1","1","0","0"
"5212","1","0","0","1","0"
"5213","0","0","0","0","1"
"5214","1","1","1","0","1"
"5215","0","1","1","1","1"
"5216","0","1","1","1","1"
"5217","1","0","0","1","1"
"5218","1","1","1","1","1"
"5219","1","1","1","0","0"
"5220","1","0","0","0","0"
"5221","0","0","0","0","0"
"5222","0","0","0","0","0"
"5223","0","0","0","0","0"
"5224","1","0","1","0","1"
"5225","0","1","0","0","0"
"5226","0","0","0","1","0"
"5227","0","1","0","0","0"
"5228","0","0","0","1","1"
"5229","0","0","1","0","0"
"5230","1","0","0","1","0"
"5231","0","1","1","1","1"
"5232","1","1","1","1","1"
"5233","1","1","1","1","1"
"5234","0","1","1","1","1"
"5235","1","0","1","1","1"
"5236","1","1","1","1","0"
"5237","1","1","0","0","1"
"5238","1","1","0","0","0"
"5239","1","0","1","1","1"
"5240","0","1","1","0","0"
"5241","1","0","0","0","0"
"5242","1","0","1","1","1"
"5243","1","0","1","1","0"
"5244","0","0","0","0","1"
"5245","0","0","1","1","1"
"5246","1","1","0","0","1"
"5247","1","0","0","0","1"
"5248","0","1","0","0","1"
"5249","0","1","0","1","1"
"5250","0","1","0","0","1"
"5251","1","1","1","1","1"
"5252","0","1","1","1","1"
"5253","1","1","1","1","0"
"5254","1","1","1","1","1"
"5255","1","0","1","0","0"
"5256","0","0","0","0","0"
"5257","0","0","1","1","0"
"5258","1","0","0","0","1"
"5259","0","1","0","0","0"
"5260","1","0","1","1","0"
"5261","1","0","0","1","0"
"5262","1","0","1","0","1"
"5263","1","1","1","1","1"
"5264","1","0","0","0","1"
"5265","1","0","0","1","0"
"5266","1","1","1","1","1"
"5267","1","1","1","1","1"
"5268","1","1","1","1","0"
"5269","1","0","1","1","1"
"5270","0","1","0","0","0"
"5271","0","0","0","0","0"
"5272","0","0","0","0","0"
"5273","0","1","1","1","1"
"5274","0","1","1","0","1"
"5275","0","0","1","0","1"
"5276","1","0","1","0","1"
"5277","0","0","1","1","0"
"5278","0","1","1","1","1"
"5279","0","1","0","1","0"
"5280","0","0","0","0","0"
"5281","1","1","1","1","0"
"5282","1","1","1","1","1"
"5283","0","1","1","0","0"
"5284","1","1","0","0","0"
"5285","0","1","1","1","1"
"5286","0","1","1","1","1"
"5287","0","1","1","0","1"
"5288","1","1","1","1","1"
"5289","0","0","0","0","0"
"5290","0","0","0","1","1"
"5291","1","1","0","1","0"
"5292","1","1","1","1","1"
"5293","0","0","1","1","1"
"5294","0","1","1","1","1"
"5295","0","0","0","0","0"
"5296","0","0","0","0","0"
"5297","0","0","0","0","1"
"5298","0","0","0","0","0"
"5299","1","1","1","1","0"
"5300","1","1","0","0","0"
"5301","1","0","0","0","0"
"5302","0","1","0","1","0"
"5303","1","1","1","0","0"
"5304","1","1","0","1","1"
"5305","1","1","1","1","1"
"5306","1","0","0","0","0"
"5307","0","1","1","1","0"
"5308","0","0","1","1","1"
"5309","1","0","1","0","1"
"5310","0","0","0","1","1"
"5311","1","0","0","1","0"
"5312","1","0","0","1","1"
"5313","1","0","1","0","0"
"5314","0","1","0","0","0"
"5315","1","1","1","1","1"
"5316","0","0","1","1","1"
"5317","0","0","1","0","0"
"5318","0","1","1","0","0"
"5319","0","1","1","1","1"
"5320","0","1","0","0","0"
"5321","1","0","0","1","0"
"5322","1","1","1","0","0"
"5323","0","0","0","1","0"
"5324","0","1","0","1","1"
"5325","0","1","1","1","1"
"5326","1","1","1","1","1"
"5327","1","1","0","1","1"
"5328","1","1","1","1","0"
"5329","1","0","0","0","1"
"5330","1","1","1","1","1"
"5331","1","1","1","1","1"
"5332","1","1","0","1","1"
"5333","1","0","1","0","0"
"5334","0","1","0","1","1"
"5335","1","0","1","1","1"
"5336","0","1","0","0","1"
"5337","1","1","1","1","1"
"5338","1","0","1","1","1"
"5339","0","1","1","1","1"
"5340","1","1","1","1","1"
"5341","0","1","1","0","0"
"5342","1","1","1","1","0"
"5343","1","1","0","1","1"
"5344","0","1","0","0","0"
"5345","1","0","0","0","0"
"5346","1","1","0","0","0"
"5347","1","1","0","0","0"
"5348","0","1","1","1","1"
"5349","1","1","0","1","1"
"5350","1","1","1","1","1"
"5351","1","1","0","0","0"
"5352","1","1","1","1","1"
"5353","1","0","0","1","1"
"5354","1","1","1","1","1"
"5355","0","0","0","0","0"
"5356","1","1","1","1","1"
"5357","1","0","0","0","0"
"5358","0","0","1","1","1"
"5359","1","0","0","1","1"
"5360","1","0","0","1","0"
"5361","0","1","0","0","0"
"5362","1","1","1","0","1"
"5363","1","0","1","0","0"
"5364","0","1","1","0","1"
"5365","0","1","0","0","1"
"5366","1","1","0","1","1"
"5367","0","0","0","0","0"
"5368","1","1","1","1","1"
"5369","1","0","0","0","0"
"5370","0","1","0","1","0"
"5371","1","1","0","1","0"
"5372","0","1","0","1","1"
"5373","1","1","0","1","1"
"5374","0","1","1","1","1"
"5375","0","1","1","1","1"
"5376","1","1","1","1","1"
"5377","1","1","0","0","0"
"5378","0","0","0","0","0"
"5379","0","0","1","1","0"
"5380","1","1","1","1","1"
"5381","1","1","1","1","1"
"5382","1","1","0","0","0"
"5383","1","1","0","1","1"
"5384","0","1","1","0","0"
"5385","0","1","0","0","1"
"5386","0","0","0","1","0"
"5387","1","1","0","0","0"
"5388","0","0","1","1","1"
"5389","1","1","1","1","1"
"5390","0","0","0","1","0"
"5391","0","1","1","0","1"
"5392","0","1","1","1","1"
"5393","1","0","0","0","0"
"5394","0","1","1","1","1"
"5395","1","1","1","1","0"
"5396","0","1","0","0","0"
"5397","1","1","1","0","1"
"5398","1","1","1","1","1"
"5399","1","1","1","1","1"
"5400","1","0","0","1","1"
"5401","1","1","0","0","0"
"5402","1","1","1","1","1"
"5403","0","0","1","0","0"
"5404","1","0","1","1","1"
"5405","0","0","1","1","1"
"5406","1","0","1","1","1"
"5407","1","1","0","0","0"
"5408","0","1","0","0","0"
"5409","1","0","1","1","0"
"5410","0","1","0","0","0"
"5411","1","1","1","0","0"
"5412","0","0","0","0","0"
"5413","1","1","1","1","1"
"5414","0","1","0","0","0"
"5415","0","1","0","1","1"
"5416","0","0","0","0","1"
"5417","0","0","0","0","0"
"5418","0","0","1","1","1"
"5419","0","0","1","1","0"
"5420","0","1","1","1","1"
"5421","0","0","1","1","1"
"5422","1","1","1","1","1"
"5423","1","0","1","0","0"
"5424","1","1","0","0","1"
"5425","1","1","0","0","0"
"5426","1","1","1","1","0"
"5427","1","1","1","1","1"
"5428","1","1","0","1","0"
"5429","1","0","1","1","0"
"5430","0","0","0","1","1"
"5431","1","0","0","0","0"
"5432","0","0","0","1","0"
"5433","0","1","1","1","0"
"5434","0","0","0","1","0"
"5435","1","0","0","0","1"
"5436","1","1","1","1","1"
"5437","0","1","1","0","0"
"5438","0","1","1","0","0"
"5439","1","1","1","1","1"
"5440","1","1","0","1","1"
"5441","1","1","1","1","1"
"5442","1","0","1","1","1"
"5443","0","0","1","0","0"
"5444","1","0","0","1","1"
"5445","0","0","1","0","0"
"5446","1","0","0","0","0"
"5447","0","1","1","0","0"
"5448","1","0","1","1","0"
"5449","1","0","1","1","0"
"5450","1","0","1","0","0"
"5451","1","0","1","1","0"
"5452","1","1","1","1","1"
"5453","0","1","1","1","1"
"5454","0","1","1","1","1"
"5455","1","0","0","0","0"
"5456","1","0","1","1","0"
"5457","1","0","0","0","0"
"5458","1","1","0","0","0"
"5459","1","1","1","1","1"
"5460","0","1","0","0","1"
"5461","0","1","0","0","0"
"5462","0","0","0","1","0"
"5463","0","1","1","1","1"
"5464","1","0","0","0","1"
"5465","0","1","1","1","1"
"5466","1","1","0","0","0"
"5467","0","1","1","0","0"
"5468","1","1","1","1","0"
"5469","0","1","1","1","1"
"5470","1","1","1","1","1"
"5471","0","1","1","0","1"
"5472","1","1","1","1","1"
"5473","0","1","0","1","0"
"5474","1","0","1","1","1"
"5475","1","1","1","1","1"
"5476","1","0","1","0","0"
"5477","1","0","0","0","1"
"5478","1","1","0","0","0"
"5479","0","0","0","1","1"
"5480","1","0","0","1","0"
"5481","0","0","0","1","0"
"5482","1","1","1","1","1"
"5483","0","1","1","1","0"
"5484","1","1","1","1","1"
"5485","0","1","1","1","1"
"5486","0","0","1","1","0"
"5487","1","1","1","1","1"
"5488","1","1","1","1","1"
"5489","1","1","1","0","0"
"5490","0","1","1","1","1"
"5491","0","1","1","1","1"
"5492","0","0","0","1","1"
"5493","1","0","0","0","1"
"5494","0","1","1","1","1"
"5495","1","0","1","1","1"
"5496","0","0","0","1","0"
"5497","0","0","0","0","0"
"5498","0","0","0","1","0"
"5499","1","0","1","1","1"
"5500","1","1","1","1","0"
"5501","1","1","1","1","0"
"5502","1","1","0","0","0"
"5503","1","1","1","1","1"
"5504","0","1","0","0","0"
"5505","0","1","1","0","1"
"5506","1","0","0","0","0"
"5507","1","1","1","0","1"
"5508","0","0","0","1","1"
"5509","1","0","1","1","1"
"5510","0","1","1","1","1"
"5511","0","1","1","1","1"
"5512","1","0","0","1","0"
"5513","0","1","1","1","1"
"5514","1","0","1","0","0"
"5515","0","1","1","1","1"
"5516","0","1","1","1","1"
"5517","1","1","1","1","1"
"5518","0","1","1","0","1"
"5519","1","1","1","1","1"
"5520","1","0","0","0","1"
"5521","1","1","0","0","1"
"5522","0","0","1","1","1"
"5523","1","1","0","0","0"
"5524","0","1","1","0","0"
"5525","1","1","0","1","1"
"5526","1","0","1","1","1"
"5527","1","0","0","0","0"
"5528","1","1","0","0","1"
